step,wall_time,rollout/ep_env_rew_mean_mean,rollout/ep_env_rew_mean_std,rollout/ep_env_rew_mean_bootstrap025,rollout/ep_env_rew_mean_bootstrap975,rollout/ep_len_mean_mean,rollout/ep_len_mean_std,rollout/ep_len_mean_bootstrap025,rollout/ep_len_mean_bootstrap975,rollout/n_goal_reached_mean,rollout/n_goal_reached_std,rollout/n_goal_reached_bootstrap025,rollout/n_goal_reached_bootstrap975
40000,1690036255.9039378,-917.81015625,81.75183495751577,-940.7047979128546,-889.6321287003277,961.3408745659722,158.42711496153862,846.9034819454524,990.5994771321615,0.00625,0.027243118397129208,0.0,0.015625
48000,1690036345.822908,-909.40546875,78.84514976199368,-930.9349884439017,-882.3814265955145,988.2204467773438,26.126772681094593,977.539100739296,994.4579177645168,0.00625,0.027243118397129208,0.0,0.015625
56000,1690036435.9757652,-901.06171875,82.42673311734161,-924.1656456833311,-873.3394250965882,989.9689193725586,21.295941960919606,980.7754832468617,995.0549396403835,0.00625,0.027243118397129208,0.0,0.015625
64000,1690036526.1969757,-909.06015625,75.55371168247807,-930.1142494474416,-882.7163209783989,991.5301345825195,16.159464922019865,985.1185132161296,995.5707091523105,0.00625,0.027243118397129208,0.0,0.015625
72000,1690036616.6235776,-905.76953125,75.81496372732487,-927.1464227821472,-879.9471088360044,992.4210968017578,13.215150366363808,987.4052511335098,995.9465483317416,0.00625,0.027243118397129208,0.0,0.015625
80000,1690036707.3282228,-901.03984375,69.67280674258537,-921.5743408262347,-877.4405255466925,992.9810211181641,11.27372332496065,988.6460955340497,995.8748078681068,0.00625,0.027243118397129205,0.0,0.015625
88000,1690036798.1893666,-897.1243057250977,76.00439078115413,-918.9050152666177,-870.9285431197637,993.2191879272461,9.807277824812354,989.7089172666635,995.8237804585051,0.01180555559694767,0.043317972905924866,0.003125,0.03159722238779068
96000,1690036889.5148125,-884.3711807250977,86.21495830676388,-908.8623112430789,-855.0427264910901,992.9029373168945,9.363139077962318,989.5906750813823,995.4836493552237,0.01805555559694767,0.05702907005831846,0.003125,0.041726084273659994
104000,1690036981.2903695,-885.9508682250977,84.08913406085694,-909.3194671017017,-856.435230608707,992.6629974365235,9.294777311738203,989.414528743264,995.1851207072046,0.01805555559694767,0.05702907005831846,0.003125,0.04236111119389534
112000,1690037073.3501346,-870.2508682250976,90.3303595169785,-896.0122322123314,-840.396218487917,992.7050872802735,9.423411052829044,989.3984008387018,995.282097774686,0.01493055559694767,0.05444971468426182,0.003125,0.03854166679084301
120000,1690037165.8097363,-864.8774307250976,84.96858579092572,-889.832161606584,-836.2854210744874,992.3923370361329,9.645200256676338,988.925124041184,994.9941523928437,0.01805555559694767,0.05702907005831846,0.003125,0.04236111119389534
128000,1690037258.757394,-863.4321182250976,79.53160767028875,-887.2208348837848,-837.6894465884442,991.8686767578125,10.365319422685092,988.1609070401654,994.6045472515557,0.01805555559694767,0.05702907005831846,0.003125,0.04236111119389534
136000,1690037352.1719494,-866.2586807250976,78.861444946247,-889.2849077295064,-840.604017795024,991.2674057006836,11.06851464864793,987.2490403145017,994.192898676681,0.01805555559694767,0.05702907005831846,0.00555555559694767,0.04236111119389534
144000,1690037445.799538,-865.4587677001953,81.10131079645659,-888.5778469844278,-838.5809245918027,989.970246887207,11.765684082540124,985.8636211367339,993.1862484411574,0.02673611119389534,0.06699769546402166,0.009375,0.05326290652428568
152000,1690037540.0203013,-840.435676574707,99.10285735686719,-867.3156465517882,-805.7400332857006,988.0919967651367,13.385421265858367,983.382942179565,991.7721521782981,0.03784722276031971,0.08995602556613022,0.015625,0.07534722350537777
160000,1690037634.9781222,-823.2702255249023,107.15581739007395,-852.3632866962943,-786.091776795497,985.9127471923828,15.356193379444285,980.5747363879562,990.234151963704,0.04027777835726738,0.08924624527988528,0.01770833358168602,0.0746527787297964
168000,1690037730.3740296,-806.5991317749024,107.89399799526606,-837.7509766647905,-771.0331221431203,983.1182479858398,17.24588970032663,977.4052529900457,988.1454637989438,0.04652777835726738,0.09478848857900206,0.021875,0.08333333432674409
176000,1690037826.2717564,-824.0801208496093,114.36609912754602,-857.1648625147247,-784.666454808556,980.1599990844727,18.809332759109722,973.8676080175295,985.7001769046194,0.04930555615574121,0.09501208258971812,0.02430555559694767,0.08541666754431304
184000,1690037922.6894023,-825.662239074707,115.96537440009344,-858.0217128297681,-786.4440308347934,977.540249633789,20.047997146383082,971.15889221805,983.5150793966093,0.04895833395421505,0.0947598660942368,0.02500000037252903,0.08611111231148243
192000,1690038019.368411,-836.671614074707,124.27103367584104,-872.2693063087057,-794.5624283398708,975.4647506713867,20.66353576997938,968.8674206258146,981.608731507439,0.04583333395421505,0.094260443370544,0.022222222574055196,0.08263889029622078
200000,1690038116.3844724,-822.185676574707,121.22334224069127,-858.2704883414035,-783.0391633994901,973.2510009765625,21.243974146295415,966.8462520553013,979.7942471703176,0.05208333395421505,0.0951540961282479,0.02743055559694767,0.08854166797600815
208000,1690038213.913133,-830.8610580444335,126.55614910929835,-867.1726399695389,-789.1109293101387,971.3789993286133,22.17065783199436,964.4705509681845,977.9910055249071,0.04840277843177319,0.093802738958018,0.02479166705161333,0.08588742906492587
216000,1690038311.7462184,-843.62109375,113.34574243136878,-876.5368843907628,-806.9359956208996,969.490998840332,24.36257679038001,961.5795586145881,976.6704348190304,0.03923611156642437,0.07935209283446754,0.01958333346992731,0.07069444489356835
224000,1690038409.5064173,-849.2006072998047,107.77831722630113,-881.5235364697656,-813.9398198855176,968.3962493896485,26.250633585135095,959.7854826513094,975.9391208139011,0.0368055559694767,0.0750841875377866,0.01805555559694767,0.06617888783792804
232000,1690038507.6231027,-851.334635925293,105.91307203216112,-882.4618281719983,-816.4455581789927,966.4979995727539,29.206424894837948,956.3170390973077,974.4623515130877,0.04444444514811039,0.08641077089625865,0.02270833346992731,0.07884035406628769
240000,1690038606.2491932,-818.7032119750977,118.66132830038985,-854.7367197440517,-782.0446495344006,964.779248046875,30.878547524993696,954.2081044396961,973.7397494187165,0.05590277854353189,0.09417073983927429,0.030833333544433118,0.09013889022171498
248000,1690038705.4152827,-794.8394958496094,125.91518997878116,-833.5740618828333,-756.2111539422766,962.2509963989257,33.68723745791814,951.0029868698954,971.8966870720496,0.06944444496184587,0.10909454856005328,0.04062500018626451,0.10919586380418303
256000,1690038804.8482518,-769.6942703247071,109.18497016721388,-803.856075542809,-737.0704257281799,959.6537460327148,35.86872823494372,947.9884905875999,970.1145148718308,0.07777777835726737,0.11053496530477258,0.04826388899236918,0.1174999996531546
264000,1690038904.5331435,-766.5499130249024,119.10592456274783,-804.451009260999,-730.6210405886309,957.4122451782226,37.443236331834264,945.0834775976604,968.1732204173336,0.07430555615574122,0.11078554808914946,0.04444444440305233,0.11403701086828866
272000,1690039004.207911,-763.0516143798828,113.59735498472804,-799.6860657023798,-729.4449134826214,955.6594955444336,38.61100207767877,943.0813774513689,966.7618900447197,0.07208333387970925,0.10912097996223762,0.043055555783212185,0.11229082625413218
280000,1690039104.0370011,-755.1790138244629,129.233307818666,-795.8388423383203,-714.6407524351959,953.2822448730469,40.452362917226594,939.8111052409316,965.0963665959018,0.07867424301803112,0.11388390557347408,0.0482075417290331,0.12003287267776003
288000,1690039204.539618,-750.6737068176269,131.94227025616232,-790.6042497052284,-709.431342769585,948.9079940795898,44.54878741707794,933.7139875606765,961.4514166051853,0.09441336542367935,0.1250562276726546,0.0599264402156745,0.13728446729096871
296000,1690039305.310994,-727.5236747741699,136.1500797387714,-770.8769011963813,-687.1008534067172,944.9644927978516,49.15787806181364,927.8263931282469,958.5224672708033,0.09775932468473911,0.13108582699296742,0.06270358290275099,0.14296134523943296
304000,1690039406.086095,-729.9124778747558,140.6574886929063,-775.6966672946588,-688.0956175922767,939.8237426757812,55.44146799815554,921.206378336623,955.9355922537663,0.09671765770763159,0.13847466555387916,0.05966703906565655,0.14668083883260688
312000,1690039506.8174193,-732.6695960998535,143.11334108689456,-776.8866321495085,-688.673377414567,935.007243347168,61.11655197376855,913.5619436511241,952.1485058208225,0.0887315470725298,0.13562626684918364,0.05118528528524244,0.1377627859755384
320000,1690039607.8300166,-736.0672172546386,151.09326652283386,-782.9431124073789,-689.5094681735621,930.3779937744141,66.1977727900792,907.6677852528346,948.1588636385304,0.09373154733330011,0.14041629824719634,0.055666331688862265,0.1441824231069707
328000,1690039708.8445034,-736.513745880127,147.63907715769415,-781.96729869184,-689.5239258955302,925.7779937744141,69.30752424353092,902.0853676633985,945.3339219021414,0.10206488072872162,0.14010106994705976,0.06351207202632915,0.1501873911242168
336000,1690039810.3850403,-700.4921836853027,138.38968447539284,-743.0678853437117,-658.0917685295221,920.9549926757812,72.49993243296638,896.2494472184092,941.7940589080539,0.10984265860170125,0.14108885852297065,0.06927342148303167,0.1587319124197395
344000,1690039911.9896958,-695.1696792602539,121.16470552727199,-733.7179609979556,-658.4258303897851,916.8527435302734,75.76849878537838,892.1095059192241,939.2032086383011,0.11033508274704218,0.14082662303607546,0.07073742999545272,0.15842369121802508
352000,1690040013.5073385,-698.5070175170898,119.82309885080379,-737.8531395147685,-662.6656253695684,913.9437438964844,78.73470991358657,887.8911488582079,937.7645674286869,0.09959596041589976,0.13301447196439395,0.0631259187816764,0.14580499493197455
360000,1690040115.273168,-693.8019989013671,131.62009923861913,-733.1131073641891,-651.3615865013002,910.4964935302735,82.35007540222598,883.1763769907031,934.9310455221485,0.11603535432368517,0.15414586962159052,0.0740672852247102,0.16950757597688626
368000,1690040217.3055484,-693.5138854980469,126.17908246509778,-733.4434539827994,-654.6723361714172,908.1514938354492,84.32115795412518,881.240017349014,932.9942209144803,0.12465909235179425,0.15458281958160652,0.08271197512474539,0.17862560257662166
376000,1690040319.5360734,-683.0958503723144,131.5733250167446,-723.5042786596015,-642.7242897105646,905.2742446899414,85.52940739148308,876.8942904538503,929.7483020265236,0.15371892135590315,0.18072166348792193,0.10513546911033987,0.21721667311573245
384000,1690040422.162136,-665.0031044006348,124.2138687489727,-701.4989954351075,-624.5960433312915,901.4769943237304,86.41858838354717,874.7163551349018,927.5068296717099,0.16560654751956463,0.1841067383480027,0.11561286032423689,0.23084404688841462
392000,1690040525.307981,-646.7377586364746,116.03342292846885,-681.1606944312307,-609.2639165153059,896.443995666504,88.22372573134403,868.3999133065018,922.545639225679,0.18254467956721782,0.1867367029052194,0.13047637353203845,0.24646396567662016
400000,1690040628.8984795,-650.5619255065918,141.9086510793235,-690.9915154008688,-603.6528234000771,890.3522476196289,90.51175524505771,862.5098105356009,917.88148978916,0.18882940169423817,0.19626727589305565,0.134380956900698,0.25689727058704065
408000,1690040733.0971894,-638.2389854431152,149.6851751079529,-682.0807009666894,-589.848975175752,882.9414978027344,95.01438966389458,853.3253614499598,912.3390786611669,0.20552811976522206,0.22376618082185942,0.14428363078195117,0.28653117536826633
416000,1690040837.5482063,-614.447437286377,149.81829237490618,-660.2504614808388,-567.0996695833095,874.571499633789,100.75366786072277,842.6351514299129,905.2817091850841,0.23048392869532108,0.23802818321105393,0.16111634128589683,0.31029766661519675
424000,1690040942.1235762,-624.4178520202637,160.34936094434522,-673.6727225469502,-574.0350752460142,867.0107528686524,107.25161414370109,831.9012314878418,898.3780416010843,0.2252819087356329,0.2540298730365007,0.15619102768342014,0.3139536012729239
432000,1690041047.2200477,-610.8236274719238,172.78286922067505,-663.2050858908784,-555.7980768705672,858.0882553100586,118.05404433073276,818.5125884687495,892.3278988792995,0.24260514173656703,0.27923855897400857,0.16590088736824787,0.3394150167900047
440000,1690041152.921267,-605.8454376220703,181.91570220301503,-659.6380787288027,-547.9082291519281,849.1587539672852,128.9007376578514,804.8071968602454,886.3416517924007,0.24485213160514832,0.27947604214576904,0.16658804726155438,0.34257298047480716
448000,1690041258.956036,-594.8992904663086,177.52032378789474,-648.8307637629453,-539.6069051482594,840.7980041503906,136.47280724516799,794.4066574419813,879.7724686195187,0.25866089295595884,0.2803056847893721,0.178144770792511,0.3538386893509145
456000,1690041365.8384125,-573.4365013122558,188.03576735622207,-630.8223910404895,-514.6163466240636,831.4257545471191,148.5076932537053,781.4754544748669,874.0014168060796,0.26530513595789673,0.30214003796722577,0.17888543647428554,0.3654937858038202
464000,1690041473.3743396,-554.416650390625,185.248931836569,-611.3913925818642,-496.6092017006248,821.3957557678223,163.02413710145146,765.3510949950934,866.7614152873447,0.29058860391378405,0.3136653145527778,0.20188021819070995,0.39684184997532
472000,1690041581.194214,-554.3632049560547,199.46608375133601,-615.9928284625328,-490.98237524542793,813.5450065612793,174.72943117426803,752.131868130745,862.437279214664,0.29101290199905633,0.31078793976613106,0.20439592974677798,0.39481210050808063
480000,1690041689.5007133,-547.9414024353027,212.56439395358277,-612.3127622875273,-482.96194378308354,806.4890060424805,187.19231293615084,740.7728002087066,859.3819304248988,0.2892515383660793,0.32013475675372655,0.19991265451055842,0.3986289746963809
488000,1690041798.5103676,-530.0881175994873,205.75196220900014,-591.5186287677892,-464.0381636637095,800.8025062561035,198.23830423476082,730.4027293056118,855.7688079130428,0.2936778666451573,0.3105568510682771,0.20405548857735706,0.4027827291882327
496000,1690041907.8900094,-524.1440139770508,204.12354086950637,-586.7541688623136,-462.62515781809543,796.8172546386719,205.421976431599,721.1935955383183,851.460775402459,0.2880086738616228,0.3060245421834588,0.20116021558146793,0.39193223434952357
504000,1690042017.2404983,-506.9951232910156,210.94156605600787,-571.0479023644988,-441.95160985545584,793.0910064697266,212.44318754544028,719.935825453539,851.2752901440375,0.29072963278740643,0.3163607171351943,0.20333530763224908,0.39962251180017894
512000,1690042127.0838153,-486.56297836303713,216.12775103175585,-554.9931278343752,-421.0019433047445,787.7292572021485,220.1410677204809,709.9407949557732,849.0349959905533,0.3043694645166397,0.33437063506643305,0.2102906569669544,0.4193160731489328
520000,1690042236.914064,-480.3296184539795,211.56486645774996,-549.258663623303,-417.6385973266712,783.5670066833496,224.65647434286683,703.673208371195,844.5633410849239,0.3172918135300279,0.3325921088729884,0.22222550026735868,0.42836715956053556
528000,1690042346.6893907,-466.9120002746582,200.3437197828785,-530.9642197454955,-407.63235406761066,781.1990043640137,226.27794106396007,700.5398749666384,842.8083014071021,0.3185446923598647,0.3309226478880863,0.22666304087974629,0.4293747082273418
536000,1690042456.5760078,-451.0876914978027,182.3960220419706,-509.64228321994614,-396.4495039613736,779.3315055847168,226.9879451787811,697.6953003655271,842.5642009068288,0.3257272310554981,0.3298514508158144,0.22966308164744537,0.43519701790746845
544000,1690042566.4156373,-454.70568656921387,179.37538517231474,-512.6107759351117,-400.8430179603281,779.6815032958984,225.6797024957356,699.9521878584713,842.5962148290992,0.3303736947476864,0.33024348170618584,0.23714077804701836,0.44047465009934533
552000,1690042676.101252,-437.3054649353027,171.08739270759907,-493.93785939182527,-385.3783906152847,778.3767501831055,224.5779359938016,700.6837928298096,840.8672383486631,0.34522766917943953,0.33644629817749894,0.24913620359284136,0.4601071648195966
560000,1690042785.8458228,-418.4454013824463,164.34455928616913,-472.1219607860061,-371.2811317351627,775.5355003356933,224.09879404666594,697.2856080575298,838.5549911654848,0.3550704661756754,0.3336429218184078,0.25838400754474744,0.46275160255703557
568000,1690042895.6174495,-420.50376777648927,150.06599240168765,-467.44830453451215,-375.11054706561197,773.6132484436035,222.40029171949828,698.2121513416519,836.0242999307203,0.3514348456636071,0.33171936720066053,0.25416261963189524,0.4585083433888473
576000,1690043005.3148284,-423.4017978668213,153.1457442903687,-473.1232358287006,-376.7899690873358,772.5842468261719,221.28350384552024,697.3024563599778,835.8056826113722,0.34020139258354903,0.32765307980792785,0.24590590631601936,0.44828824778420895
584000,1690043115.3711383,-417.361767578125,156.5634748528028,-467.41251219307486,-371.2112390827551,771.8492462158204,220.7420707324369,697.799236572414,834.739974266463,0.3423330320045352,0.32479132944541733,0.24934581065746875,0.4477029852596294
592000,1690043225.575181,-416.8177665710449,158.32961410750025,-468.4836148288822,-371.01229498779895,771.1252464294433,219.782328810115,698.3415560496801,835.5522172531781,0.3379254246130586,0.3242350933293698,0.24492900042299268,0.4454356194795434
600000,1690043336.1761498,-402.65437545776365,155.63996163723021,-452.48799153354423,-355.96559010083644,768.348494720459,220.52206453818812,693.7886431848816,830.8392714568225,0.3559772675856948,0.3253869897098546,0.25908399554565215,0.46266736428197996
608000,1690043447.480838,-386.58632316589353,150.2162604506271,-435.7520032751654,-342.9151394651467,763.2359962463379,220.89564443574852,689.647322784905,825.4430750889272,0.37748159747570753,0.3217342648785436,0.2824956715442379,0.4818899162474951
616000,1690043559.6526103,-384.30626640319826,154.861160436852,-435.6897975811541,-337.8138400035562,756.522998046875,220.43778706616473,679.9352745313593,818.8947675235717,0.40292982943356037,0.33201186233161334,0.30309317558436405,0.5078037296840049
624000,1690043671.9408803,-380.52416343688964,152.86128762533497,-431.1457934135087,-336.3170389820804,748.8142471313477,220.50836141677377,674.1737726247385,811.2406610163758,0.42148904837667944,0.33186718455240544,0.3175274542497649,0.5226017243331783
632000,1690043785.135159,-371.07418327331544,151.52014876130846,-423.46352707291487,-327.67762126920627,739.9779991149902,220.29902132111724,664.4783188931382,802.6094397285351,0.4455413367599249,0.3268681508369042,0.34625755661581414,0.5465647006317815
640000,1690043898.5614636,-363.4656051635742,151.01625523626603,-413.8516922751207,-319.8537024234908,731.2165000915527,219.70355897195202,660.8501598424109,796.9571970446285,0.460999177955091,0.3244068574170015,0.36041898956549284,0.5599693868302942
648000,1690044011.3227148,-366.0136299133301,152.50738796408754,-417.69611261708894,-322.47563666512644,722.1675003051757,217.30219568862597,650.0069013013893,785.130715587887,0.47285523898899556,0.32306366094166256,0.37008464594927093,0.5670166505462093
656000,1690044124.4483845,-362.509419631958,150.71044530389486,-414.38364277329146,-319.7543963832102,711.8785011291504,214.70773409371603,640.236511294225,774.512578341486,0.5019274905323983,0.3096204300587159,0.40194090715408665,0.5969479633513153
664000,1690044237.8024955,-361.0976024627686,160.06809976177902,-416.0893798767074,-316.74198922879145,702.0595016479492,212.8599269939741,632.7382163746217,765.46115180879,0.5045006480067968,0.3176009838656879,0.40501084561666867,0.600604156882325
672000,1690044352.1501348,-350.4013416290283,151.2234098448591,-401.70610838877354,-309.20927160728854,690.9565010070801,212.14727971843521,623.7688751289011,754.7429341561171,0.5276011411100626,0.32043851541038865,0.4227949286319179,0.6205058447987994
680000,1690044467.2002616,-338.390034866333,146.62800244369882,-391.62202197703095,-298.00182753109397,678.0427513122559,215.28080733858005,610.4585848997268,742.5785078743808,0.5341565664857626,0.3231513601429371,0.4288739966883362,0.6298765317071865
688000,1690044583.295753,-328.1666572570801,153.24893000675547,-381.1210107710456,-284.53159738933437,664.1030021667481,221.16544691079525,594.993368540002,731.7450925330176,0.552282328531146,0.3201262953824666,0.4500428199344211,0.6458513410251869
696000,1690044699.9654725,-311.085306930542,144.80263970366042,-362.48179061777665,-271.343795843656,650.8962524414062,227.2699200035902,578.9218022508471,720.1260030548566,0.5722228040918708,0.32206628214554506,0.4696587325661119,0.6694772932751398
704000,1690044817.9269357,-297.2234825134277,140.51732640742728,-347.2038073354224,-259.79435850063663,635.237003326416,233.46837069887113,564.8711330093387,707.9674211671786,0.6038341535255313,0.3286636813299285,0.49661336653654886,0.6999672014414887
712000,1690044937.6229088,-288.7897943496704,144.3364137469673,-341.4861789138336,-249.7153753074087,620.3290046691894,239.29956545369575,546.9971791324673,694.9388707376954,0.6189455708488822,0.32475438817109586,0.5111313698027192,0.7121932135488276
720000,1690045059.027654,-271.55489921569824,139.60470688865158,-323.0163278254592,-233.9138529173937,604.7572540283203,244.69988363491947,531.1591059548462,681.5664782073147,0.6379748331382871,0.3264268783386607,0.5320769056356466,0.7300899635272364
728000,1690045181.5395932,-257.5839248657227,122.58560993653775,-302.6047807377047,-224.12889684461177,588.3787536621094,248.73909642253415,514.7630997248222,667.8078973097512,0.6670754557475448,0.3137790243177531,0.55614689597005,0.7530305873418291
736000,1690045305.2916062,-245.31390647888185,124.6721434269312,-291.9610873434879,-212.70638208151658,571.5570037841796,253.1883550446916,495.1817561271276,652.5984571506253,0.6762963896617293,0.3178567366421192,0.5676180531630655,0.766868105507921
744000,1690045429.324546,-239.40141944885255,118.75132802228295,-285.2637075408579,-208.78231277863944,558.4410022735595,255.08073775210275,482.4097568243979,641.526139380224,0.6729509210214019,0.3320513942012224,0.5613958723230918,0.769785116530716
752000,1690045554.5933652,-231.12510719299317,109.87235872596959,-275.46774817966144,-203.17088888410404,547.3617527008057,255.35829207481245,471.1946132364059,630.1672364726317,0.6916641561314464,0.3412335308164788,0.5738014939514114,0.7908167321392519
760000,1690045681.2781415,-225.67169303894042,115.21180141892032,-269.236357647451,-196.40073546938228,534.1357521057129,254.68765799648935,458.86929605014114,619.308902460366,0.707430749759078,0.35382711178657955,0.587567393879232,0.8084768057509057
768000,1690045809.2502446,-222.73130893707275,119.31927564200703,-270.0183501126543,-192.03211118865997,520.6975009918212,255.99045268289473,447.52757538552083,605.2225159875366,0.713300458714366,0.3560236328753958,0.5897871798788441,0.8124146194714003
